Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit,Outlet_Type_LE,Fat_Low Fat,Fat_Regular,Outlet_Size_Ord,Outlet_Location_FreqEnc,Item_Fat_TargetEnc,Item_MRP_std,Sales_mm,Sales_log,Sales_exp,Years_Since_Establishment
0.0,Low Fat,0.071636937,Snack Foods,121.7,1985,Medium,Tier 2,Supermarket Type3,4097.3332,14.8,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.30999935791942806,0.3113332653269407,8.318335633448633,4097.333200000004,40
9.1,Regular,0.0,Breads,173.2,2002,Medium,Tier 2,Supermarket Type1,3151.8972,14.3,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.5172507890169621,0.23890645720697745,8.056077055144213,3151.8972000000017,23
7.5,Low Fat,0.032677678,Frozen Foods,239.1,1999,Medium,Tier 2,Supermarket Type1,5942.265,13.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.575809714902557,0.4526675507497705,8.690013924646816,5942.265000000002,26
16.85,Regular,0.160760054,Frozen Foods,192.4,2007,Medium,Tier 2,Supermarket Type1,4843.695,13.9,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.8256624942825681,0.36850963990615115,8.48563957084695,4843.694999999996,18
7.485,Low Fat,0.06911065,Snack Foods,109.0,2004,Small,Tier1,Supermarket Type1,2542.0244,14.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.514000850464907,0.19218606549015604,7.841109360342663,2542.024399999999,21
11.6,Low Fat,0.041177505,Soft Drinks,140.3,2007,Medium,  --,Supermarket Type1,2552.6772,13.1,1,True,False,1.0,0.012788924087762525,2157.711533985862,-0.01122551844337237,0.19300214220136694,7.845289638628091,2552.6772,18
11.65,Low Fat,0.040081193,Snack Foods,227.1,2009,Medium,Tier 2,Supermarket Type2,1141.847,14.5,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.3830523991115533,0.08492298276037948,7.041277796567277,1141.8470000000004,16
13.0,Low Fat,0.035307322,Household,47.5,2007,Medium,Tier 2,Supermarket Type1,680.4476,14.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.5018820938938002,0.04957666020605937,6.524219358965493,680.4476000000002,18
12.65,Low Fat,0.063017847,Soft Drinks,159.1,2002,Medium,Tier 2,Supermarket Type1,2085.9514,14.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.29076094296253296,0.15724778129144137,7.6434596197912,2085.951399999999,23
20.25,Regular,0.171938781,Canned,92.5,1998,Medium,Tier 2,Grocery Store,186.424,13.2,0,False,True,1.0,0.5879385193007157,2224.561170126414,-0.7790421596775369,0.011731102723656024,5.233373429907372,186.4240000000001,27
8.6,Regular,0.040197932,Canned,190.2,2004,Small,Tier1,Supermarket Type1,3036.048,13.8,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.7903236530542171,0.23003162297255939,8.018641269991644,3036.048000000001,21
12.6,Low Fat,0.049058014,Breads,62.7,2007,Medium,Tier 2,Supermarket Type1,866.8716,13.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.2577228272251957,0.06385800265224931,6.7660437774509,866.8716000000002,18
17.7,Low Fat,0.01161096,Frozen Foods,95.0,2004,Small,Tier1,Supermarket Type1,868.869,13.8,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.7388843855544112,0.06401101703560136,6.768342625598476,868.8690000000001,21
14.15,Low Fat,0.183507295,Soft Drinks,82.4,1997,Small,Tier1,Supermarket Type1,1137.1864,13.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.9412795671349647,0.08456594919922474,7.037191397406722,1137.1863999999998,28
19.25,Low Fat,0.102349519,Dairy,52.8,2007,Medium,Tier 2,Supermarket Type1,928.1252,13.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.4167476127527738,0.06855044374171172,6.834243498301724,928.1252000000003,18
8.88,Low Fat,0.086708987,Hard Drinks,151.8,1987,High,Tier 3,Supermarket Type1,762.341,13.8,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.17350024252300608,0.055850249923492815,6.637704851497861,762.3410000000002,38
20.5,Low Fat,0.032835147,Household,40.3,2002,Medium,Tier 2,Supermarket Type1,707.0796,11.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.6175364833684025,0.05161685198408651,6.562556516752542,707.0796,23
0.0,Low Fat,0.033809913,Canned,180.6,1985,Medium,Tier 2,Supermarket Type3,7968.2944,14.7,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.6361178004214144,0.6078751402631848,8.98335123587009,7968.294399999994,40
13.5,Low Fat,0.07266912,Household,160.3,1997,Small,Tier1,Supermarket Type1,1438.128,13.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.31003667454163364,0.10762011629093135,7.271792653591673,1438.1279999999995,28
0.0,Low Fat,0.144338493,Health and Hygiene,224.4,1985,Medium,Tier 2,Supermarket Type3,6976.2524,14.3,3,True,False,1.0,0.5879385193007157,2157.711533985862,1.3396820030585777,0.5318779965316741,8.85041047929178,6976.252399999996,40
8.89,Low Fat,0.009163216,Frozen Foods,101.7,1998,Medium,Tier 2,Grocery Store,101.2016,11.3,0,True,False,1.0,0.5879385193007157,2157.711533985862,-0.631261550904434,0.005202489033969193,4.626947333224356,101.20159999999998,27
7.855,Low Fat,0.011307038,Canned,188.5,2009,Medium,Tier 2,Supermarket Type2,952.094,14.4,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.7630163666504919,0.07038661634193615,6.859713534676676,952.0939999999999,16
7.235,Low Fat,0.076855628,Household,116.0,1997,Small,Tier1,Supermarket Type1,1969.4364,12.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.4015590829201548,0.14832194226257267,7.586010320042112,1969.4364,28
11.676739773604321,Low Fat,0.059956876,Starchy Foods,165.5,1985,Medium,Tier 2,Supermarket Type3,5262.4832,14.0,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.393564844717735,0.4005916556156278,8.568548291893752,5262.483199999997,40
6.92,Low Fat,0.038532062,Dairy,60.6,2002,Medium,Tier 2,Supermarket Type1,1314.2892,13.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.2914553574886214,0.09813322452310518,7.18181184438651,1314.2892,23
9.3,Low Fat,0.043209581,Fruits and Vegetables,90.8,2007,Medium,Tier 2,Supermarket Type1,535.3032,14.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.8063494460812624,0.038457615015811485,6.284699672780699,535.3031999999998,18
18.5,Low Fat,0.056816465,Others,132.1,1998,Medium,  --,Grocery Store,263.6568,14.3,0,True,False,1.0,0.012788924087762525,2157.711533985862,-0.1429430175672251,0.017647658879934712,5.578433892287147,263.65679999999986,27
8.02,Low Fat,0.019866705,Household,154.6,2004,Small,Tier1,Supermarket Type1,1402.1748,14.3,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.21847694954090663,0.10486585739059472,7.246492662505686,1402.1748000000005,21
9.195,Low Fat,0.048331717,Household,105.2,2007,Medium,Tier 2,Supermarket Type1,1693.7952,14.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.575040667132058,0.12720595735999182,7.435317186555804,1693.7951999999996,18
12.8,Low Fat,0.091221855,Others,105.6,2002,Medium,Tier 2,Supermarket Type1,2143.876,14.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.568615423272358,0.16168519840865042,7.6708370208333125,2143.876000000001,23
16.6,Low Fat,0.027622076,Household,177.6,1999,Medium,Tier 2,Supermarket Type1,2676.516,14.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.5879284714736636,0.2024890339691931,7.892644778027672,2676.5160000000005,26
14.0,Regular,0.0,Frozen Foods,53.1,2004,Small,Tier1,Supermarket Type1,905.488,7.7,1,False,True,0.0,0.2801830341429074,2224.561170126414,-1.4119286798579986,0.06681628073038866,6.809577792379763,905.4879999999998,21
18.6,Low Fat,0.039355947,Frozen Foods,246.4,1999,Medium,Tier 2,Supermarket Type1,7370.406,12.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.6930704153420844,0.5620728348464756,8.905363740394149,7370.406000000001,26
16.0,Low Fat,0.060836524,Starchy Foods,226.8,2004,Small,Tier1,Supermarket Type1,6301.1312,13.8,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.3782334662167786,0.4801591349586861,8.748643140888198,6301.1312,21
17.6,Low Fat,0.082316506,Health and Hygiene,160.7,2004,Small,Tier1,Supermarket Type1,1597.92,13.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.31646191840133336,0.11986126695909416,7.377083680312805,1597.92,21
21.25,Low Fat,0.155350299,Snack Foods,178.2,2004,Small,Tier1,Supermarket Type1,529.311,14.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.5975663372632136,0.037998571865755386,6.273463626903626,529.3110000000003,21
7.235,Low Fat,0.076841095,Household,117.5,2004,Small,Tier1,Supermarket Type1,1969.4364,10.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.37746441844627937,0.14832194226257267,7.586010320042112,1969.4364,21
14.6,Low Fat,0.151419185,Soft Drinks,50.4,2007,Medium,  --,Supermarket Type1,1034.6532,14.4,1,True,False,1.0,0.012788924087762525,2157.711533985862,-1.4552990759109743,0.07671121085382027,6.942787617743714,1034.6531999999995,18
13.85,Regular,0.026001976,Frozen Foods,161.5,2009,Medium,Tier 2,Supermarket Type2,1794.331,13.5,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.3293124061207338,0.13490768132204425,7.49294468503679,1794.3309999999997,16
13.65,Regular,0.073209447,Frozen Foods,197.6,2009,Medium,Tier 2,Supermarket Type2,2768.3964,14.3,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.9091906644586695,0.20952769560338672,7.926384669299209,2768.396400000001,16
11.676739773604321,Low Fat,0.041683481,Soft Drinks,31.3,1985,Medium,Tier 2,Supermarket Type3,898.83,11.7,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.7621044702116553,0.06630623278588188,6.802205856593669,898.8299999999998,40
7.365,Low Fat,0.042560252,Fruits and Vegetables,226.2,1997,Small,Tier1,Supermarket Type1,3169.208,14.0,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.368595600427228,0.24023258186269508,8.061552479860703,3169.2080000000005,28
18.35,Low Fat,0.014081156,Household,223.6,2009,Medium,Tier 2,Supermarket Type2,3589.9936,13.1,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.3268315153391772,0.2724676119555238,8.186184211991133,3589.9935999999984,16
5.465,Regular,0.0,Baking Goods,132.6,2009,Medium,Tier 2,Supermarket Type2,262.3252,14.8,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.13491146274259994,0.017545649291033357,5.5733897702400235,262.3252,16
18.6,Low Fat,0.152918384,Breakfast,99.8,2007,Medium,Tier 2,Supermarket Type1,1910.1802,14.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.6617814592380097,0.1437825155564623,7.5554762359746785,1910.1802000000007,18
13.85,Low Fat,0.030969274,Soft Drinks,140.9,2007,Medium,Tier 2,Supermarket Type1,1701.7848,14.3,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.0015876526538222814,0.12781801489339997,7.440020307440113,1701.7847999999994,18
14.0,Regular,0.060376776,Frozen Foods,154.6,1987,High,Tier 3,Supermarket Type1,2471.4496,14.4,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.21847694954090663,0.18677955727838416,7.812964679062614,2471.449599999999,38
14.0,Regular,0.04192285,Snack Foods,54.8,1987,High,Tier 3,Supermarket Type1,1331.6,13.6,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.3846213934542733,0.0994593491788228,7.194887200128437,1331.6000000000004,38
11.676739773604321,Low Fat,0.077367431,Fruits and Vegetables,97.0,1985,Medium,Tier 2,Supermarket Type3,1808.9786,11.8,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.7067581662559105,0.13602978679995917,7.501070300985557,1808.9786,40
5.905,Low Fat,0.045838211,Canned,222.5,2009,Medium,Tier 2,Supermarket Type2,3315.684,13.3,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.309162094725002,0.25145363664184434,8.106720767601526,3315.684000000002,16
7.27,Low Fat,0.071077939,Soft Drinks,114.3,1997,Small,Tier1,Supermarket Type1,2618.5914,14.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.4288663693238804,0.19805161685198405,7.870773630394549,2618.5914000000002,28
6.155,Regular,0.094659871,Meat,214.6,1997,Small,Tier1,Supermarket Type1,2769.728,13.9,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.1822635284959246,0.20962970519228807,7.9268653805358165,2769.728000000001,28
19.5,Regular,0.077608838,Soft Drinks,233.5,2007,Medium,Tier 2,Supermarket Type1,5375.0034,13.9,1,False,True,1.0,0.5879385193007157,2224.561170126414,1.4858563008667554,0.4092114658777925,8.589700514643262,5375.003400000001,18
15.2,Low Fat,0.021327477,Canned,216.9,2007,Medium,Tier 2,Supermarket Type1,2838.9712,13.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.2192086806892004,0.21493420381515863,7.9515491902587625,2838.9712,18
12.15,Regular,0.042485444,Canned,125.0,2009,Medium,Tier 2,Supermarket Type2,1743.0644,14.4,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.2569910960769021,0.13098031214934203,7.463973530392659,1743.0643999999993,16
11.676739773604321,Low Fat,0.025578526,Household,198.8,1985,Medium,Tier 2,Supermarket Type3,5555.4352,13.9,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.9284663960377701,0.4230337651739263,8.622712030540242,5555.4352,40
12.6,Low Fat,0.0489808,Breads,61.9,2009,Medium,Tier 2,Supermarket Type2,619.194,14.2,2,True,False,1.0,0.5879385193007157,2157.711533985862,-1.270573314944596,0.04488421911659696,6.4300323323209385,619.1939999999997,16
14.5,Low Fat,0.019471688,Others,164.8,2004,Small,Tier1,Supermarket Type1,2120.573,12.9,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.38232066796326,0.15990003060287666,7.65991307366622,2120.5730000000003,21
16.6,Low Fat,0.122918852,Fruits and Vegetables,173.1,2007,Medium,Tier 2,Supermarket Type1,3823.0236,10.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.5156444780520372,0.29031929001326123,8.249058445700365,3823.0236000000004,18
11.8,Regular,0.057373797,Meat,151.4,1987,High,Tier 3,Supermarket Type1,1360.2294,12.3,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.16707499866330586,0.10165255534020198,7.216143540982984,1360.2294,38
13.1,Regular,0.044155597,Fruits and Vegetables,178.8,1987,High,Tier 3,Supermarket Type1,3969.4996,14.1,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.6072042030527641,0.3015403447924105,8.286647209592282,3969.499600000002,38
17.7,Low Fat,0.291865402,Fruits and Vegetables,115.2,1998,Medium,Tier 2,Grocery Store,345.5502,13.4,0,True,False,1.0,0.5879385193007157,2157.711533985862,-0.414409570639555,0.023921248597368154,5.848027685481126,345.55019999999996,27
17.85,Low Fat,0.0,Breads,196.6,1998,Medium,Tier 2,Grocery Store,585.2382,14.1,0,True,False,1.0,0.5879385193007157,2157.711533985862,0.8931275548094192,0.04228297459961237,6.37372619162615,585.2382000000001,27
12.3,Regular,0.064750025,Starchy Foods,92.7,2002,Medium,Tier 2,Supermarket Type1,1010.6844,14.3,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.7758295377476867,0.07487503825359584,6.919371943502174,1010.6844000000003,23
11.8,Low Fat,0.098312421,Health and Hygiene,81.5,1998,Medium,Tier 2,Grocery Store,161.1236,14.7,0,True,False,1.0,0.5879385193007157,2157.711533985862,-0.9557363658192901,0.009792920534530247,5.088359007287065,161.12360000000007,27
11.676739773604321,Regular,0.191013663,Soft Drinks,42.1,1985,Small,Tier1,Grocery Store,42.6112,13.8,0,False,True,0.0,0.2801830341429074,2224.561170126414,-1.588622885999752,0.0007140671223094968,3.775313998100727,42.611200000000004,40
11.1,Low Fat,0.176573035,Baking Goods,157.5,2002,Medium,Tier 2,Supermarket Type1,3010.7476,13.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.2650599675237326,0.22809344078343366,8.010275787267753,3010.747599999999,23
11.676739773604321,Regular,0.060134441,Frozen Foods,153.1,1985,Medium,Tier 2,Supermarket Type3,6024.1584,13.6,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.19438228506703117,0.4589411404672039,8.7036990484697,6024.158400000002,40
11.3,Low Fat,0.007294652,Meat,198.1,2002,Medium,Tier 2,Supermarket Type1,988.713,12.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.9172222192832946,0.07319188003672346,6.897415002109901,988.7129999999997,23
11.676739773604321,Low Fat,0.128478462,Health and Hygiene,117.9,1985,Small,Tier1,Grocery Store,239.688,14.7,0,True,False,0.0,0.2801830341429074,2157.711533985862,-0.37103917458657915,0.015811486279710293,5.483501488955468,239.68799999999993,40
5.75,Regular,0.075107656,Dairy,112.8,1987,High,Tier 3,Supermarket Type1,1374.2112,14.3,1,False,True,2.0,0.10935116742930893,2224.561170126414,-0.4529610337977558,0.10272365602366623,7.2263625983054,1374.2112000000004,38
11.676739773604321,Regular,0.049381406,Baking Goods,226.8,1985,Medium,Tier 2,Supermarket Type3,4739.8302,14.4,3,False,True,1.0,0.5879385193007157,2224.561170126414,1.3782334662167786,0.36055289197184537,8.463967547031883,4739.8302,40
11.35,Regular,0.045165796,Snack Foods,100.0,2009,Medium,Tier 2,Supermarket Type2,1012.016,13.1,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.6585688373081596,0.0749770478424972,6.920687298793248,1012.016,16
11.676739773604321,Regular,0.09415375,Fruits and Vegetables,165.8,1985,Small,Tier1,Grocery Store,657.8104,14.6,0,False,True,0.0,0.2801830341429074,2224.561170126414,0.39838377761251026,0.0478424971947363,6.490435784456965,657.8104000000002,40
14.0,Low Fat,0.028907832,Health and Hygiene,130.4,1999,Medium,Tier 2,Supermarket Type1,778.986,13.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.17025030397095042,0.057125369784759766,6.659275970804608,778.9859999999999,26
19.75,Regular,0.018059621,Frozen Foods,179.8,2002,Medium,Tier 2,Supermarket Type1,2336.958,13.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.6232673127020144,0.17647658879934713,7.757033177798801,2336.957999999999,23
6.525,Low Fat,0.090436094,Household,85.1,1999,Medium,Tier 2,Supermarket Type1,2233.0932,13.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.8979091710819892,0.1685198408650413,7.711590697648821,2233.0931999999993,26
10.3,Low Fat,0.146399712,Meat,104.0,1999,Medium,Tier 2,Supermarket Type1,1661.8368,13.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5943163987111584,0.12475772722635929,7.416280338478307,1661.8367999999994,26
5.78,Regular,0.074264356,Snack Foods,264.8,1999,Medium,Tier 2,Supermarket Type1,4745.8224,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,1.9886316328882898,0.36101193512190144,8.465230704748418,4745.822399999999,26
11.85,Regular,0.050186726,Fruits and Vegetables,164.2,2002,Medium,Tier 2,Supermarket Type1,3124.5994,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.3726828021737094,0.23681526063449965,8.0473813517777,3124.599400000002,23
16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1,2009,Medium,Tier 2,Supermarket Type2,467.3916,14.2,2,True,False,1.0,0.5879385193007157,2157.711533985862,-1.4601180088057497,0.03325512598184229,6.149304698172492,467.39159999999987,16
11.676739773604321,Low Fat,0.01561108,Household,182.6,1985,Medium,Tier 2,Supermarket Type3,5070.7328,10.3,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.668244019719915,0.3859022748138325,8.531437813341336,5070.732799999999,40
10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6,1997,Small,Tier1,Supermarket Type1,540.6296,13.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.6609068794213784,0.03886565337141691,6.294582372985006,540.6296000000001,28
19.0,Regular,0.097313129,Frozen Foods,48.1,1997,Small,Tier1,Supermarket Type1,992.7078,12.1,1,False,True,0.0,0.2801830341429074,2224.561170126414,-1.4922442281042503,0.07349790880342753,6.901443199658056,992.7078000000002,28
14.6,Low Fat,0.059582996,Others,238.9,1999,Medium,Tier 2,Supermarket Type1,6008.845,12.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.5725970929727071,0.45776803019483836,8.701154236847259,6008.845000000001,26
11.676739773604321,Regular,0.098663652,Dairy,62.9,1985,Medium,Tier 2,Supermarket Type3,2105.2596,14.1,3,False,True,1.0,0.5879385193007157,2224.561170126414,-1.2545102052953456,0.15872692033051106,7.652668951953786,2105.2596,40
