,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,coordinates,latitude,longitude
175,175,Plot  Area,Ready To Move,CHIKKATIRUPATHI,3 Bedroom,,1500,3.0,2.0,100.0,"12.8967455, 77.86674160000001",12.8967455,77.86674160000001
176,176,Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,600,3.0,2.0,85.0,"12.9044382, 77.56492779999999",12.9044382,77.56492779999999
177,177,Plot  Area,Ready To Move,Nagavara,1 Bedroom,,400,1.0,0.0,14.0,"13.0421565, 77.6135776",13.0421565,77.6135776
178,178,Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,Utntspa,705,1.0,2.0,67.0,"13.0055113, 77.5692358",13.0055113,77.5692358
179,179,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,1.0,36.0,"12.8452145, 77.6601695",12.8452145,77.6601695
180,180,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Aniona ,1242,2.0,3.0,51.0,"12.8718155, 77.6021817",12.8718155,77.6021817
181,181,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,3.0,2.0,155.0,"13.0529125, 77.60148590000001",13.0529125,77.60148590000001
182,182,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2144,3.0,2.0,145.0,"13.0559193, 77.6324513",13.0559193,77.6324513
183,183,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1704,3.0,2.0,110.0,"12.975596, 77.53538809999999",12.975596,77.53538809999999
184,184,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.0,"12.8452145, 77.6601695",12.8452145,77.6601695
185,185,Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,1846,3.0,2.0,300.0,"12.9307317, 77.6293025",12.9307317,77.6293025
186,186,Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,,1340,2.0,2.0,55.7,"13.0711168, 77.5998704",13.0711168,77.5998704
187,187,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,46.0,"12.8452145, 77.6601695",12.8452145,77.6601695
188,188,Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1015 - 1540,2.0,0.0,56.8,"13.0169992, 77.7044335",13.0169992,77.7044335
189,189,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1200,2.0,2.0,52.0,"12.956924, 77.701127",12.956924,77.701127
190,190,Built-up  Area,18-Dec,Kanakpura Road,4 Bedroom,,2250,4.0,1.0,110.0,"12.8630149, 77.5312772",12.8630149,77.5312772
191,191,Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,2.0,3.0,80.0,"12.9826969, 77.7403401",12.9826969,77.7403401
192,192,Plot  Area,Ready To Move,Bellandur,4 Bedroom,,1200,5.0,,325.0,"12.9304278, 77.678404",12.9304278,77.678404
193,193,Plot  Area,Ready To Move,Ejipura,7 Bedroom,,1800,7.0,1.0,250.0,"12.9385333, 77.6308174",12.9385333,77.6308174
194,194,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aiitya ,1200,2.0,2.0,60.0,"12.956924, 77.701127",12.956924,77.701127
195,195,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2.0,2.0,98.0,"13.1154662, 77.6069977",13.1154662,77.6069977
196,196,Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1186,2.0,2.0,58.0,"13.0551932, 77.6422206",13.0551932,77.6422206
197,197,Built-up  Area,Ready To Move,MS Pallya,3 Bedroom,,1783,3.0,1.0,115.0,"13.0826693, 77.54736919999999",13.0826693,77.54736919999999
198,198,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,NRosete,1400,3.0,2.0,56.0,"12.9121181, 77.6445548",12.9121181,77.6445548
199,199,Super built-up  Area,Ready To Move,Nagasandra,2 BHK,,980,2.0,1.0,48.0,"13.039457, 77.5000183",13.039457,77.5000183
200,200,Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,,1285,2.0,2.0,82.0,"12.9743773, 77.7151616",12.9743773,77.7151616
201,201,Super built-up  Area,Ready To Move,Langford Town,3 BHK,,912,2.0,1.0,70.0,"12.9569911, 77.6027732",12.9569911,77.6027732
202,202,Built-up  Area,Ready To Move,Whitefield,2 BHK,Sancya ,1225,2.0,2.0,47.6,"12.9698196, 77.7499721",12.9698196,77.7499721
203,203,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1075,2.0,1.0,53.0,"12.9698196, 77.7499721",12.9698196,77.7499721
204,204,Built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1260,2.0,2.0,54.0,"12.9908404, 77.7607805",12.9908404,77.7607805
205,205,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,2.0,48.7,"13.1154662, 77.6069977",13.1154662,77.6069977
206,206,Super built-up  Area,Ready To Move,Kogilu,3 BHK,CaIRSCr,1909,3.0,2.0,88.0,"13.101268, 77.6125565",13.101268,77.6125565
207,207,Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1359,2.0,1.0,87.0,"12.9355734, 77.7057495",12.9355734,77.7057495
208,208,Built-up  Area,Ready To Move,Nagondanahalli,2 BHK,,1207,2.0,2.0,43.5,"12.971241, 77.7678875",12.971241,77.7678875
209,209,Plot  Area,Ready To Move,Padmanabhanagar,4 Bedroom,,1736,6.0,0.0,190.0,"12.9155691, 77.5567733",12.9155691,77.5567733
210,210,Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2850,4.0,1.0,428.0,"12.9262728, 77.5765141",12.9262728,77.5765141
211,211,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Emstael,1595,3.0,2.0,65.0,"12.834002, 77.688267",12.834002,77.688267
212,212,Built-up  Area,18-Jun,"Off Sarjapur Road, ",3 BHK,,1798,3.0,2.0,89.0,"12.9049197, 77.6755",12.9049197,77.6755
213,213,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1475,3.0,2.0,78.29,"12.8443486, 77.655912",12.8443486,77.655912
214,214,Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,HodhiSa,1580,3.0,3.0,100.0,"13.0683604, 77.59893090000001",13.0683604,77.59893090000001
215,215,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1295,2.0,1.0,65.0,"13.0458075, 77.5110614",13.0458075,77.5110614
216,216,Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,,3600,6.0,0.0,141.0,"12.9854559, 77.4801174",12.9854559,77.4801174
217,217,Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1.0,1.0,27.0,"12.8452145, 77.6601695",12.8452145,77.6601695
218,218,Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,,1415,3.0,3.0,78.0,"12.9602096, 77.4938572",12.9602096,77.4938572
219,219,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,98.29,"12.910911, 77.6844166",12.910911,77.6844166
220,220,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,125.0,"12.910911, 77.6844166",12.910911,77.6844166
221,221,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,2.0,3.0,90.0,"12.9352403, 77.624532",12.9352403,77.624532
222,222,Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,,2000,4.0,1.0,75.5,"12.8441489, 77.6793813",12.8441489,77.6793813
223,223,Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,44.28,"12.910911, 77.6844166",12.910911,77.6844166
224,224,Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520 - 1740,,,74.82,"13.2437197, 77.7172413",13.2437197,77.7172413
225,225,Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,4.0,2.0,260.0,"12.8750217, 77.6013407",12.8750217,77.6013407
226,226,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,72.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
227,227,Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,,1500,2.0,1.0,115.0,"12.8822167, 77.6042056",12.8822167,77.6042056
228,228,Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1900,3.0,2.0,119.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
229,229,Super built-up  Area,19-Aug,Dommasandra,2 BHK,,805,2.0,1.0,22.14,"12.8796531, 77.7536195",12.8796531,77.7536195
230,230,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,"13.1342839, 77.74663869999999",13.1342839,77.74663869999999
231,231,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1148,2.0,2.0,60.0,"12.9710052, 77.7037131",12.9710052,77.7037131
232,232,Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,"12.8538319, 77.62065179999999",12.8538319,77.62065179999999
233,233,Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,"12.8452145, 77.6601695",12.8452145,77.6601695
234,234,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,"13.0239923, 77.643294",13.0239923,77.643294
235,235,Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3 BHK,,1500,2.0,1.0,65.0,"13.0719019, 77.62640549999999",13.0719019,77.62640549999999
236,236,Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,,1080,2.0,2.0,39.0,"12.8950388, 77.58450839999999",12.8950388,77.58450839999999
237,237,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,"12.975596, 77.53538809999999",12.975596,77.53538809999999
238,238,Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,"13.0084887, 77.6737028",13.0084887,77.6737028
239,239,Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,,1060,2.0,2.0,60.0,"12.9640988, 77.65615249999999",12.9640988,77.65615249999999
240,240,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,"12.8017099, 77.7116112",12.8017099,77.7116112
241,241,Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,,2600,8.0,2.0,180.0,"13.0137118, 77.66578179999999",13.0137118,77.66578179999999
242,242,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,"12.8017099, 77.7116112",12.8017099,77.7116112
243,243,Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,"13.0200008, 77.57627029999999",13.0200008,77.57627029999999
244,244,Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,"12.9850084, 77.7115322",12.9850084,77.7115322
245,245,Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,"12.8452145, 77.6601695",12.8452145,77.6601695
246,246,Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,"12.8452145, 77.6601695",12.8452145,77.6601695
247,247,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,"13.0551932, 77.6422206",13.0551932,77.6422206
248,248,Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,"13.1802545, 77.6435896",13.1802545,77.6435896
249,249,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,"13.0075666, 77.65046640000001",13.0075666,77.65046640000001
250,250,Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,"12.8017099, 77.7116112",12.8017099,77.7116112
251,251,Built-up  Area,Ready To Move,Anand Nagar,2 BHK,,1060,2.0,2.0,55.0,"13.031328, 77.5913132",13.031328,77.5913132
252,252,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
253,253,Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,,900,2.0,2.0,22.5,"12.8343409, 77.6958417",12.8343409,77.6958417
254,254,Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,,1280,2.0,1.0,69.0,"12.9684517, 77.70943749999999",12.9684517,77.70943749999999
255,255,Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,,1200,2.0,0.0,95.0,"13.0411068, 77.6622027",13.0411068,77.6622027
256,256,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1025,2.0,2.0,36.0,"12.910911, 77.6844166",12.910911,77.6844166
257,257,Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,"12.8452145, 77.6601695",12.8452145,77.6601695
258,258,Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,,1200,5.0,,170.0,"13.0711306, 77.6287327",13.0711306,77.6287327
259,259,Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,"13.050466, 77.60707029999999",13.050466,77.60707029999999
260,260,Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,"13.0196325, 77.55406049999999",13.0196325,77.55406049999999
261,261,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,"12.975596, 77.53538809999999",12.975596,77.53538809999999
262,262,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,"12.9148603, 77.5206395",12.9148603,77.5206395
263,263,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,"13.1342839, 77.74663869999999",13.1342839,77.74663869999999
264,264,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,"12.910911, 77.6844166",12.910911,77.6844166
265,265,Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,"12.778963, 77.7702029",12.778963,77.7702029
266,266,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,46.0,"12.8899738, 77.6482471",12.8899738,77.6482471
267,267,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,"13.0381291, 77.6480793",13.0381291,77.6480793
268,268,Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,"13.0688835, 77.5060438",13.0688835,77.5060438
269,269,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,"12.8710738, 77.5934927",12.8710738,77.5934927
270,270,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,913,2.0,1.0,32.0,"12.8575579, 77.7864057",12.8575579,77.7864057
271,271,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,"12.8690867, 77.53415799999999",12.8690867,77.53415799999999
272,272,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,883,2.0,1.0,45.0,"12.9230523, 77.4846519",12.9230523,77.4846519
273,273,Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,,900,2.0,1.0,110.0,"13.0425226, 77.5597925",13.0425226,77.5597925
274,274,Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95,"13.101268, 77.6125565",13.101268,77.6125565
275,275,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,"13.0675728, 77.63355729999999",13.0675728,77.63355729999999
276,276,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,"12.9395989, 77.728955",12.9395989,77.728955
277,277,Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,"13.1802545, 77.6435896",13.1802545,77.6435896
278,278,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,"12.9908404, 77.7607805",12.9908404,77.7607805
279,279,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,"12.7791043, 77.64359790000002",12.7791043,77.64359790000002
280,280,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,"12.9962338, 77.4795184",12.9962338,77.4795184
281,281,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
282,282,Plot  Area,Ready To Move,Srirampura,6 Bedroom,,1450,6.0,0.0,250.0,"12.9948091, 77.5663622",12.9948091,77.5663622
283,283,Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,"12.8443486, 77.655912",12.8443486,77.655912
284,284,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,,1075,2.0,1.0,46.0,"13.2292777, 77.5461785",13.2292777,77.5461785
285,285,Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,"13.0213534, 77.7115687",13.0213534,77.7115687
286,286,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,"12.8710738, 77.5934927",12.8710738,77.5934927
287,287,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1280,2.0,2.0,56.0,"12.9836351, 77.6797411",12.9836351,77.6797411
288,288,Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,"12.9517671, 77.7151616",12.9517671,77.7151616
289,289,Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,"12.8017099, 77.7116112",12.8017099,77.7116112
290,290,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,"12.8630149, 77.5312772",12.8630149,77.5312772
291,291,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,"12.9041501, 77.6622042",12.9041501,77.6622042
292,292,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,"12.8441489, 77.6793813",12.8441489,77.6793813
293,293,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
294,294,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,"12.8682661, 77.56337479999999",12.8682661,77.56337479999999
295,295,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,"13.0631411, 77.62067689999999",13.0631411,77.62067689999999
296,296,Plot  Area,18-Jan,TC Palaya,3 Bedroom,,1475,3.0,1.0,98.0,"13.0190631, 77.7037131",13.0190631,77.7037131
297,297,Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,"13.0013782, 77.6298047",13.0013782,77.6298047
298,298,Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,"13.0422174, 77.5700444",13.0422174,77.5700444
299,299,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,880,3.0,1.0,140.0,"12.9420948, 77.5463577",12.9420948,77.5463577
300,300,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,"12.910911, 77.6844166",12.910911,77.6844166
301,301,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,"12.8811382, 77.64938389999999",12.8811382,77.64938389999999
302,302,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,"12.8710738, 77.5934927",12.8710738,77.5934927
303,303,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,"12.975596, 77.53538809999999",12.975596,77.53538809999999
304,304,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,"13.0551932, 77.6422206",13.0551932,77.6422206
305,305,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,"12.9629354, 77.7122996",12.9629354,77.7122996
306,306,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,"12.8630149, 77.5312772",12.8630149,77.5312772
307,307,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,"13.0606824, 77.5117782",13.0606824,77.5117782
308,308,Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,"12.8787673, 77.6376676",12.8787673,77.6376676
309,309,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,"12.9063433, 77.5856825",12.9063433,77.5856825
310,310,Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,"12.9355734, 77.7057495",12.9355734,77.7057495
311,311,Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,"12.8898072, 77.60217999999999",12.8898072,77.60217999999999
312,312,Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2.0,1.0,55.55,"13.1154662, 77.6069977",13.1154662,77.6069977
313,313,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,"12.8630149, 77.5312772",12.8630149,77.5312772
314,314,Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2.0,2.0,46.5,"12.9756762, 77.6778473",12.9756762,77.6778473
315,315,Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5.0,2.0,180.0,"12.9948091, 77.5663622",12.9948091,77.5663622
316,316,Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2.0,2.0,27.0,"12.8904389, 77.7106407",12.8904389,77.7106407
317,317,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,"12.9698196, 77.7499721",12.9698196,77.7499721
318,318,Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2.0,2.0,52.0,"12.9530189, 77.7088108",12.9530189,77.7088108
319,319,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,"13.0272653, 77.6904744",13.0272653,77.6904744
320,320,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,"13.0381291, 77.6480793",13.0381291,77.6480793
321,321,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,"12.8452145, 77.6601695",12.8452145,77.6601695
322,322,Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2.0,2.0,128.0,"12.956924, 77.701127",12.956924,77.701127
323,323,Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,,1200,4.0,3.0,165.0,"12.8677707, 77.6120835",12.8677707,77.6120835
324,324,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
325,325,Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,2400,4.0,1.0,400.0,"12.9420948, 77.5463577",12.9420948,77.5463577
326,326,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,"12.9041501, 77.6622042",12.9041501,77.6622042
327,327,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2.0,2.0,55.0,"13.0448306, 77.62210910000002",13.0448306,77.62210910000002
328,328,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,"13.0236542, 77.60804569999999",13.0236542,77.60804569999999
329,329,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,"12.8019332, 77.50957840000001",12.8019332,77.50957840000001
330,330,Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,"12.9866294, 77.7201699",12.9866294,77.7201699
331,331,Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,,1000,2.0,1.0,67.0,"12.910911, 77.6844166",12.910911,77.6844166
332,332,Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4.0,2.0,198.0,"12.9041501, 77.6622042",12.9041501,77.6622042
333,333,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,"12.9192197, 77.5953691",12.9192197,77.5953691
334,334,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,"12.9817001, 77.62841519999999",12.9817001,77.62841519999999
335,335,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,"12.9698196, 77.7499721",12.9698196,77.7499721
336,336,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,"12.9069823, 77.552059",12.9069823,77.552059
337,337,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,"12.9918835, 77.7266088",12.9918835,77.7266088
338,338,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,64.0,"12.8985899, 77.6514648",12.8985899,77.6514648
